Run time: 2018-03-08 15:34:47 Features: all
Time period: 1
"lambda" "cindex_train" "cindex_valid"
172.352104959207 0.723031494266013 0.71222927404086
157.040818976937 0.723373851579765 0.7122147734269
143.08974544166 0.723385951487555 0.712215377619148
130.378046828486 0.723419298646551 0.712208328709584
118.795620485198 0.723458261283989 0.712206113338007
108.242144975743 0.723497130485845 0.712202890979349
98.62621114395 0.723544997534188 0.712193828095624
89.8645303711497 0.723593752220555 0.712183556827403
81.8812131700008 0.72364768323813 0.712181744250658
74.6071118660578 0.723705603955031 0.712180535866161
67.9792216736939 0.723769327021536 0.712178119097168
61.9401349787887 0.723837927425388 0.712172077174684
56.4375441014386 0.723916198411915 0.712166035252201
51.4237882318562 0.724001990962742 0.712146096908006
46.8554406152374 0.724094893961314 0.712126561358643
42.6929324099853 0.724197084456674 0.712123540397401
38.9002099613345 0.724307945773988 0.712101789476461
35.4444225218408 0.724434158557323 0.71208527488834
32.2956377139224 0.724566837082889 0.71207701759428
29.4265822699248 0.724714820356687 0.712063725364816
26.8124058041239 0.724878155096506 0.712058287634581
24.4304655705725 0.72505642084223 0.712045800994782
22.2601303424674 0.725248244090814 0.71202626544542
20.2826017143326 0.725460155989395 0.712007334088305
18.4807512792241 0.725695099758788 0.711997062820083
16.8389722706626 0.725936724172249 0.711974506309479
15.3430443842893 0.726342206564786 0.71189052358696
13.9800106083913 0.726642555241148 0.711862730743537
12.7380649964656 0.726973634880228 0.71183151414404
11.6064504097578 0.727326896126328 0.711811173005013
10.5753653440727 0.727709982010007 0.711771900508871
9.6358790338335 0.728121360187729 0.711724773513501
8.77985409806319 0.728574634880144 0.711660326340345
7.99987605828313 0.729055099326742 0.711611789563062
7.28918911784757 0.72957124682187 0.711507868496349
6.64163764646503 0.730127281966693 0.711397099917487
6.05161286307346 0.730710282620303 0.711302040337083
5.51400425526197 0.731342495794628 0.711187445207315
5.02415531445703 0.73200202953295 0.711058349463588
4.57782320347295 0.732684828731038 0.710908308388585
4.17114200708585 0.733409449695353 0.710751822596266
3.80058924732544 0.73417185600878 0.710562307627706
3.46295537345594 0.734974916143668 0.710399175720655
3.15531596238306 0.735800167229135 0.710158908603234
2.87500638870014 0.736667221393713 0.709949052495646
2.61959874497766 0.737568239392125 0.709688444239198
2.38688081239052 0.738487215709279 0.709419578688689
2.17483689953693 0.739444397835662 0.709108822475629
1.98163038348373 0.740396263477464 0.708758793766428
1.80558780181723 0.741370516284565 0.708419036325448
1.6451843579123 0.742361372594479 0.707983816509231
1.49903071387346 0.743345978063998 0.707543964552444
1.36586095675471 0.744337637919911 0.707013685155822
1.24452163382716 0.745338024659126 0.706465279991751
1.13396176192331 0.746307615030717 0.705880019100531
1.03322372432362 0.747270188390145 0.705224067716256
0.941434976338617 0.748230715510341 0.704555831089598
0.857800487744215 0.749175423986609 0.703834425545087
0.78159585661023 0.750084000923555 0.703034273610876
0.712161034877424 0.750970667216666 0.70219142542445
0.648894611336972 0.751828919749478 0.701312124305708
0.591248602494285 0.752637866325993 0.700391536716662
0.538723706198124 0.753408429565675 0.699410529902783
0.490864976924234 0.754151784364058 0.698453690778838
0.447257885254851 0.754860923052538 0.697439251993885
0.407524727423195 0.755541834851881 0.696390374250776
0.371321353824132 0.756176383915741 0.695331829431695
0.338334188154931 0.756755413557142 0.694257172819324
0.308277511367343 0.757305851910639 0.693144452095309
0.280890986905893 0.757801705197492 0.692016223770252
0.255937405797173 0.758283094656345 0.690838451680833
0.2332006320592 0.758712851612926 0.689776684503093
0.212483730634935 0.759096348613162 0.688694978981159
0.193607261635029 0.759437360454543 0.687606023152244
0.176407726115345 0.759741082155393 0.686526331604471
0.160736149927325 0.760016670402688 0.685474634297537
0.146456793375174 0.760274337705474 0.684454354987516
0.13344597550356 0.760504880658983 0.683461465726087
0.121591002832344 0.760718063281471 0.682440582223818
0.110789193259564 0.760887546082545 0.681414059593898
0.100946986678196 0.761042266061761 0.680425601075623
0.091979134603259 0.761181746697652 0.679522132266947
0.083807961790223 0.761299643714244 0.678635178046393
0.0763626934492012 0.761397498798629 0.677750036402583
0.0695788422275764 0.761486608312596 0.676901951883338
0.0633976496514033 0.761564178532261 0.676082063002348
0.0577655771876168 0.761632265040417 0.675308898321896
0.052633842518871 0.76167556308883 0.674548220281243
0.0479579970144431 0.76172636401443 0.673801640059718
0.0436975407374584 0.76176968074996 0.673094332334335
0.0398155716538114 0.761806158000932 0.672434151604322
0.0362784660044006 0.761836347037278 0.671823917433504
0.0330555870722117 0.761859294816066 0.671245504054432
0.030119019821732 0.761872749539785 0.670704751992173
0.0274433291122663 0.7618904462389 0.670198640285485
0.025005339390917 0.761901471637503 0.66970843897467
0.0227839339570312 0.761911450557595 0.669267982825634
0.0207598720594418 0.761920504465431 0.668870222928814
0.0189156222422859 0.761923410312012 0.668486158056289
0.0172352104959207 0.761927811127896 0.668134316770343
Time period: 2
"lambda" "cindex_train" "cindex_valid"
196.096897809895 0.696047541294533 0.708616204395821
178.676189874161 0.696015035055769 0.708576931899679
162.803089617955 0.696010690301234 0.708583376616995
148.340111840413 0.69600624276756 0.708582369629914
135.161985146991 0.696005018761444 0.708583578014411
123.154566908573 0.696000991687887 0.708572903951357
112.213854612625 0.695993713056097 0.708574917925518
102.245085043182 0.695991498632818 0.708572702553941
93.1619134872083 0.695985350571563 0.708584182206659
84.8856658579975 0.695977903755726 0.708577334694511
77.3446572578714 0.69597075593375 0.708570084387531
70.47357107789 0.695963262400123 0.708572299759109
64.2128932566311 0.695957282522915 0.708570889977196
58.5083967978617 0.69595133067638 0.708537256608705
53.3106720822383 0.695940763112126 0.708533631455215
48.5746989048214 0.695931494302452 0.708531214686222
44.2594565315971 0.695919469143128 0.708533430057799
40.3275683975037 0.695909583658618 0.708518123854175
36.7449783685054 0.695896362523852 0.708495970138402
33.4806557636514 0.695882421935109 0.708474017820046
30.5063265821625 0.695870312683762 0.708447433361119
27.7962286075624 0.695847187377369 0.708419640517696
25.3268882676828 0.695825818659906 0.708391646276857
23.0769173178109 0.695803571647978 0.708367881381755
21.0268275859458 0.695780586494957 0.708354589152292
19.1588621755756 0.695751985863496 0.708290746171385
17.4568416639343 0.695720750348639 0.708196492180645
15.906023963582 0.695690010042363 0.708178165015778
14.4929766334964 0.695656504042878 0.708110898278797
13.205460533694 0.695619924012766 0.708026714158863
12.0323238156549 0.695574355479724 0.70796105860121
