"coef"
4.11266438986221e-38
-2.62063512523338e-38
-6.04040652762486e-38
2.89218585619281e-38
-1.00417391772409e-37
-3.55011223522362e-38
3.09201060765029e-38
-6.7367286059809e-38
2.7846968666439e-38
2.58821329243799e-38
2.98676642936339e-38
5.15680221420116e-38
2.68315216940129e-38
-1.29652871252869e-38
5.08664580317324e-38
7.35332321225428e-38
4.06578476846664e-38
6.38087628579626e-38
-2.62156283090584e-38
7.19071886403292e-38
1.02489500602195e-37
1.7409303531233e-37
4.70561004999079e-38
-3.52425394014192e-38
1.60272804027876e-38
5.80009038435943e-38
4.71093678324484e-38
2.41037879051389e-38
3.52912996895741e-38
-3.65527353737777e-38
-3.88951109278673e-38
1.77721759735857e-38
-2.59507128483468e-38
1.85668936359729e-38
-1.57999691019562e-38
-2.66100148763311e-38
7.28079510525137e-38
-8.08252175771563e-39
3.48708274337444e-38
5.18463218448213e-38
-6.65961809127598e-39
-3.92486154930975e-38
1.83219618671597e-38
-4.17313072437519e-38
-3.66630802528792e-38
5.15984673477209e-38
6.47944247962166e-38
7.18189302332829e-38
-2.59176924988852e-38
3.95429587597421e-38
-4.13662287739789e-38
2.0589521134701e-38
6.77128344438833e-38
2.84940096331282e-38
6.80445399118192e-38
-2.86066558652228e-38
2.72557711888094e-38
-4.7953080251606e-38
7.37724208326721e-38
2.79629567865144e-38
-8.72550004799569e-38
2.64695116124363e-38
7.03735516434416e-38
4.56037539451689e-38
-5.51063955878987e-38
2.16232320088711e-38
-3.6313239661355e-38
3.40749810504461e-38
2.52258909827239e-38
2.86486589356153e-38
-4.08578987319877e-38
1.94149630890837e-38
2.82266997403195e-38
-1.08811458271803e-37
4.46611214039549e-38
4.40958582775751e-38
4.35912060666211e-38
-6.16076532255934e-38
-3.38590477831078e-38
2.71532971945869e-38
5.30993605004281e-38
3.78133309221213e-38
2.55388278264278e-38
2.15754455930103e-38
2.27035600573033e-38
-5.10973252390453e-38
-2.08042118901471e-38
2.62806677156708e-38
-3.2353605394668e-38
5.40485785819807e-38
8.09098538203498e-38
-1.00011220912628e-37
-2.63922218958893e-38
-6.40200478248882e-38
2.60408387711813e-38
3.44131836200124e-38
7.27723331029585e-38
5.02927520888198e-38
4.82699394367444e-38
5.68666827856746e-38
5.96752041327285e-38
-4.61416675868918e-38
9.88685027723431e-38
6.522929529013e-38
1.05433772846751e-37
9.30015741789985e-38
4.76871918716368e-38
5.47588867451634e-38
5.96468105640647e-38
8.67131781110605e-38
4.03340941950876e-38
2.5301469838851e-38
5.63943597718682e-38
-4.5604195023146e-38
2.06257586004909e-38
5.29689480707267e-38
6.35064528489869e-38
5.54185399870247e-38
6.22195619570265e-38
2.86987516318508e-38
3.69031905246575e-38
2.46321442955531e-38
-4.31104489656475e-38
2.41937087385466e-38
3.66649491962255e-38
3.34330222366543e-38
-6.24038672818903e-38
9.24727962463571e-38
4.03989183879222e-38
4.92991241913761e-38
7.51333234756511e-38
-3.82801618781168e-38
-4.73639155105856e-38
6.7475948301867e-38
2.99891893559494e-38
-4.63356436195532e-38
-4.77201577607061e-38
2.53646589871053e-38
2.83707607089422e-38
-2.15295866432416e-38
-5.11216503347186e-38
-1.12319878633424e-38
-2.25250450370083e-38
2.72498003285848e-38
-2.98830777001813e-38
-1.66171523301756e-38
-4.17162979372941e-38
2.74962420956456e-38
-4.86763790556346e-38
-3.23598892088987e-38
-3.35478101005588e-38
3.34416725137968e-38
-2.38580369544455e-38
3.09143331557534e-38
-3.98785558316651e-38
8.2916391580415e-38
7.45570553868994e-38
4.72088112300972e-38
2.92957767677888e-38
-3.92996368091288e-38
4.8990695555401e-38
2.82385913347483e-38
2.22429994881811e-38
-4.79225098775974e-38
3.94012946321788e-38
4.41629208840322e-38
-5.26546876116398e-38
-4.29154831354822e-38
7.73106224530679e-38
-5.5509386206989e-38
6.67051798230018e-38
9.50279761075092e-38
2.52494875848143e-38
6.6259067610156e-38
1.31154637264234e-37
4.68686653287908e-38
-6.50689489054162e-38
1.38395926067915e-38
1.52634484461867e-38
7.11746485154038e-38
-3.15630654087732e-38
3.62058382302405e-38
8.12596037782887e-38
1.68829731334097e-38
5.5558006619215e-38
2.99792264842515e-38
-1.49109076161717e-38
4.5547178633545e-38
5.71696355561876e-38
-2.32253924436182e-38
-2.818963435224e-38
2.96825097158897e-38
6.85130110412212e-38
3.55913914477238e-38
-3.35679895057818e-38
5.01627209929175e-38
4.04873409672442e-38
3.13116225260714e-38
2.10707335651425e-38
5.3662774909372e-38
5.12222524012581e-38
-3.88618942834922e-39
-6.0120058898607e-38
1.26074713386797e-37
9.30371939583389e-38
-8.53177370504362e-38
-4.61346148084624e-38
2.53965817028887e-38
-5.37543890305917e-38
-7.4770189226314e-38
5.20795385119953e-38
-5.19867090573845e-38
-2.67109727235394e-38
1.26590739197622e-38
-5.56871524608873e-39
9.43038789185018e-40
-2.27684814509025e-39
1.77803559459685e-38
3.72006625639334e-39
-6.62554593424949e-39
-1.20518147447291e-38
3.19761424205289e-39
3.66754588888142e-39
3.11750338178082e-38
-2.72362468906266e-39
-1.87042315227172e-38
1.73888741024495e-38
2.64859320751441e-38
-8.05395235153175e-39
1.93865202353979e-38
-1.20078207801078e-38
5.40294090303843e-39
6.78652857396018e-39
-4.18138000174329e-39
3.90350486666673e-39
3.4419710183501e-39
7.07733384154069e-40
-6.18268733511503e-39
-2.24577328490952e-39
2.22895410013677e-39
-7.72512772284573e-39
7.2227394113528e-39
6.6346875240436e-39
7.95368981306395e-39
2.36386765143087e-38
-2.09993124214534e-39
-3.34396324251163e-38
-7.46037460648287e-40
4.48323392400198e-39
4.09411917875127e-40
1.40465296488183e-38
7.14631073282108e-39
-2.51163348779319e-38
9.3978535048159e-39
-6.5705537693771e-39
3.03632740704149e-39
2.55248290084084e-38
2.48018837073912e-38
1.10153926457857e-38
-1.57729707576093e-38
1.05538743990469e-38
-3.4363811186133e-38
1.2865070106299e-38
1.86933354992526e-39
2.83837105446676e-38
-3.33028837501232e-38
-1.02063520209544e-38
1.14655051252677e-38
-1.08966087002838e-38
-8.12509448531166e-39
-2.81176441618305e-38
-4.28256985227181e-39
2.57539033869283e-39
6.39326559194814e-39
-1.4696643278829e-38
-1.75815310059405e-38
-3.06933870724589e-38
-2.77883656539862e-38
-8.51261577320056e-39
-1.36569021967735e-38
-2.23806877777271e-38
-2.06501733571993e-38
-3.16105976405506e-38
-1.39966449206735e-38
-2.03486073975449e-38
-2.78672844953165e-38
-1.08355719899807e-38
-2.85011910763465e-38
-3.15651718926587e-38
-3.86163560036236e-38
-1.44911573914e-38
1.66438953756013e-38
-1.94295440717455e-38
-2.58492453831598e-38
-3.03773216290675e-38
-2.55662069072111e-38
-1.24229190809689e-38
3.78510062903947e-41
-5.50592926653269e-39
-2.98547887903575e-38
-1.7165815297909e-38
-3.69373046440092e-38
3.82679499816005e-40
-2.23571784079827e-38
-1.99841727962369e-38
1.99832225119981e-38
-3.63679240357826e-38
-3.39840967573224e-38
-2.83816438932633e-38
-2.39216467347569e-38
-3.19740776196624e-38
-2.22513556531585e-39
-1.08478966492986e-38
-3.36329098725352e-38
-3.72553368054463e-38
-3.3493405189529e-39
-1.00954798786236e-38
1.78583894000774e-39
-1.12376246553729e-38
-2.83003932296678e-38
-3.65052594258846e-38
2.89636962484066e-39
-3.19464778458778e-38
-9.7074220872822e-39
6.36220275533807e-39
-3.06047337755848e-38
-3.90477414684275e-38
-3.36106233257527e-38
-2.0642664545996e-38
1.37272509163723e-38
1.8569694673593e-38
-1.98177204507071e-38
-6.72108234141179e-39
-2.77625070521794e-38
-1.30895585528938e-38
-1.45596068418664e-38
-1.31540570011149e-38
-2.77757294271153e-38
-2.45855531857073e-38
-1.59545510227621e-38
-7.48856003572881e-39
-1.06748258908037e-38
-1.70716013558934e-38
-2.45066876572069e-38
1.71652596847609e-39
-4.64230525715741e-39
-2.52091978360506e-38
-4.30710334326103e-38
-7.54923575335006e-39
-2.6824310413078e-39
-2.05068658486908e-38
-3.31536930416834e-38
-2.66745480016595e-38
-2.30110608204147e-38
-2.40908924813041e-38
-1.55168131378997e-38
-8.31839404189909e-39
-1.13897012393446e-38
-1.62752519394528e-38
-4.04246621906382e-38
-3.85618913540537e-38
-2.01334610756307e-38
-1.75034307345043e-38
-2.97195608820494e-38
-2.57580200587651e-38
-1.62459388281294e-38
-2.43882735539696e-38
-3.77614464391669e-38
-7.24188762904569e-39
-1.71035847341126e-38
-2.14432473042776e-38
3.18054079884923e-39
-2.83889060110094e-38
1.15645787419084e-40
-3.89094021180633e-38
-3.51657583996149e-39
-3.78266409413655e-38
-3.78368262086719e-38
-5.69767270351621e-39
-2.92354730510649e-38
-2.75001353531091e-38
-9.66013264745905e-39
-3.54489945720993e-38
-8.34720209566895e-39
-8.03632352889842e-39
-5.19779936600486e-39
-2.34933866253312e-38
-2.80894277677302e-38
-1.83937331512197e-38
-3.68119332522411e-38
-5.72538100368926e-39
-3.31843187283757e-38
-2.05858919331927e-38
-2.29949174199243e-38
-4.72299650167883e-38
-1.34066116255415e-38
2.62836422877362e-41
-2.38942921278035e-38
-1.76797236720147e-38
-1.94680202969983e-38
-1.76454475169219e-38
2.52448983745503e-39
-3.20027217621768e-38
2.69150236735294e-39
-4.29807848730687e-38
-1.32681756731396e-38
-2.72694960363241e-38
-1.26626353553496e-38
-1.08711215068019e-39
-3.0008046826966e-39
-2.50047699952061e-39
-1.80461919031122e-38
-2.0744371566575e-38
-4.36770664960087e-39
-4.32331248713287e-38
-1.48381161540033e-38
-1.64199064775791e-38
-3.67324157800921e-38
